index,ID,Date,User,Text,Language,Category,MentionedUser,Hashtag,Translation,Subjectivity,Polarity,Analysis
9520,1512853217562042378,2022-04-09 18:01:29+00:00,https://twitter.com/ValensMukunzi,@user @user ese unity y umuriro iri kuri angahe twaguze umuriro frw baduha unity kwh ibyo bintu bibaho unity yo hafi kdi cashpower ni ecolec yadushyize mu ideni,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Theogen34154302', id=1332558246062792705, displayname='Theogene', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user how much is the unit of fire frw we bought the fire frw they give us unity kwh these things happen the nearest unity kdi cashpower is ecolec put us in debt,0.2,0.2,Positive
8500,1527249144380895233,2022-05-19 11:25:45+00:00,https://twitter.com/Lizhaylett23,@user hi is there currently a known power outage in kibagabaga ,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user hi is there currently a known power outage in kibagabaga,0.4,0.0,Neutral
2578,1616371000622583809,2023-01-20 09:44:11+00:00,https://twitter.com/Danira250,@user na nyarutarama hashize nk amasaha mudufashe ,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user and nyarutarama have been helping us for hours,0.0,0.0,Neutral
15932,1484554028482768897,2022-01-21 15:50:36+00:00,https://twitter.com/Guevarael2,@user imanza zanyu zigeze he ,und,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user where are your cases?,0.0,0.0,Neutral
16340,1631344089764360192,2023-03-02 17:21:54+00:00,https://twitter.com/Wawundi1,@user i ll be avoiding you like the plague your cargo handling system is so archaic and trashy litter in bin sign wastebasket easily the most backwards i ve experienced countrywide it takes longer than going to a public hospital on mutuelle except it ain t cheap ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user i ll be avoiding you like the plague your cargo handling system is so archaic and trashy litter in bin sign wastebasket easily the most backwards i ve experienced countrywide it takes longer than going to a public hospital on mutuelle except it ain t cheap,0.6,0.42666666666666664,Positive
12549,1607676373858152448,2022-12-27 09:54:51+00:00,https://twitter.com/AubinRukera,@user @user check your dm thanks ,en,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Gikondo_Wasac', id=3773795441, displayname='Gikondo_Wasac Branch', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user check your dm thanks,0.2,0.2,Positive
11544,1482617488219254787,2022-01-16 07:35:29+00:00,https://twitter.com/MoshehNdagijim1,@user mwaramutse neza ko tugura umuriro bagatwara amafaranga ntibaduhe umuriro tubariza hehe ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"@user Hello, we are buying electricity and they take money, they don't give us electricity, we ask where it is",0.0,0.0,Neutral
9842,1509082224813084672,2022-03-30 08:16:54+00:00,https://twitter.com/rubeyvan,@user no power in niboye since am,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user no power in niboye since am,0.0,0.0,Neutral
11869,1632735703858544640,2023-03-06 13:31:41+00:00,https://twitter.com/AssoumanShyaka,@user @user @user @user @user @user @user @user @user arabura kugera ryari ,in,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BugeseraDistr', id=267644430, displayname='Bugesera District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KicukiroDistr', id=3805219942, displayname='Kicukiro District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Gasabo_District', id=2166715987, displayname='Gasabo District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CityofKigali', id=299705662, displayname='City of Kigali', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaLocalGov', id=287538694, displayname='Ministry of Local Government | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RURA_RWANDA', id=760939879, displayname='Rwanda Utilities Regulatory Authority - RURA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaEast', id=599087965, displayname='Eastern Province | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user @user @user @user @user how long has he been missing,0.225,-0.125,Negative
4952,1585638055628902405,2022-10-27 14:22:26+00:00,https://twitter.com/Erickimu,@user mwiriwe @user twebwe hano gisozi muri rukeri muri cash power harimo umuriro ariko munzu ntabwo haka biri kumazu yose duturanye nka mudufashe murakoze,fi,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user mwiriwe @user we are here in the mountains in the morning in the cash power there is fire but not in the house it is in all the houses in our neighborhood if you help us thank you,0.0,0.0,Neutral
8054,1533846571200176128,2022-06-06 16:21:34+00:00,https://twitter.com/Dan91221273,@user mwiriweho neza ko twabuze umuriro muri masaka gako kibande mwadukuye mukizimo koko ,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user you're sure we've lost the fire in the bush and you've pulled us out of the woods,0.8888888888888888,0.5,Positive
